Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,482
Bicol Region,2471
Cagayan Valley,2743
Calabarzon,9519
Caraga,1226
Central Luzon,6792
Central Visayas,5084
Cordillera Administrative Region,1507
Davao Region,2581
Eastern Visayas,2046
Ilocos Region,3853
Metro Manila,9833
Mimaropa,2828
Northern Mindanao,2350
Soccsksargen,2041
Unknown,≤100
Western Visayas,3547
Zamboanga Peninsula,1301
