Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
100112745687674,Creemos Alianza Ciudadana,an advertiser in Venezuela,37817455,9
564188034075673,Roberto Enriquez,an advertiser in Venezuela,25500000,2
155439457852149,Henrique Capriles Radonski,an advertiser in Venezuela,25289970,6
1382843902038454,Jony Rahal Oficial,an advertiser in Venezuela,4774994,15
111761433935219,lacausa264,These ads ran without a disclaimer,1250000,1
115838096936942,rgabrielachacon,an advertiser in Venezuela,1000000,1
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,750000,1
107044652387599,opgvenezuela,an advertiser in Venezuela,750000,1
854258371335256,Diario del Pueblo,an advertiser in Venezuela,750000,1
559836910796201,Alcaldía de Valencia,an advertiser in Venezuela,750000,1
106718764251730,José Jhonatan Mujica Acosta,an advertiser in Venezuela,750000,4
102667469529211,dulceqworld,These ads ran without a disclaimer,532625,1
1803798173247388,NDC Solutions,These ads ran without a disclaimer,500000,1
116603861327799,alex_sa.c,These ads ran without a disclaimer,500000,1
295114283907398,Gut Microbiota News Watch by ESNM,These ads ran without a disclaimer,444785,1
352241124810616,Visión y Óptica,These ads ran without a disclaimer,72500,1
1482560595379392,Whakamua,These ads ran without a disclaimer,39951,2
100520825048827,Movant Connection,These ads ran without a disclaimer,7350,1
9394693002,Bloomberg,These ads ran without a disclaimer,≤100,1
101082842736363,The world of reader,These ads ran without a disclaimer,≤100,1
