Location name,Amount spent (TWD)
Changhua,5341
Chiayi,1096
Hsinchu,2628
Hsinchu City,4675
Hualien,2178
Kaohsiung,18224
Keelung City,2005
Kinmen,370
Lienchiang,≤100
Miaoli,2475
Nantou,2153
New Taipei City,28587
Penghu,402
Pingtung,3713
Taichung,21577
Tainan,11769
Taipei,23153
Taitung,1489
Taoyuan City,16827
Unknown,2327
Yilan,1904
Yunlin,3355
