Location name,Amount spent (VND)
An Giang Province,23678
Bà Rịa–Vũng Tàu Province,35887
Bình Dương Province,58921
Bình Phước Province,21476
Bình Thuận Province,27877
Bình Định Province,74712
Bạc Liêu Province,9846
Bắc Giang Province,62774
Bắc Kạn Province,8821
Bắc Ninh Province,60572
Bến Tre Province,18871
Cao Bằng Province,135111
Cà Mau Province,18511
Cần Thơ,15268
Da Nang,26684
Gia Lai Province,22476
Haiphong,45051
Ho Chi Minh City,220251
Hà Giang Province,21281
Hà Nam Province,16708
Hà Tĩnh Province,238581
Hòa Bình Province,21956
Hưng Yên Province,20278
Hải Dương Province,34548
Hậu Giang Province,3875
Khánh Hòa Province,50856
Kiên Giang Province,28586
Kon Tum Province,10939
Lai Châu Province,7553
Long An Province,23141
Lào Cai Province,34382
Lâm Đồng Province,33011
Lạng Sơn Province,34224
Nam Định Province,36157
Nghệ An Province,715645
Ninh Bình Province,20738
Ninh Thuận Province,6990
Phú Thọ Province,28343
Phú Yên Province,17663
Quảng Bình Province,23897
Quảng Nam Province,29883
Quảng Ngãi Province,23415
Quảng Ninh Province,32291
Quảng Trị Province,11763
Sóc Trăng Province,13407
Sơn La Province,29303
Thanh Hóa Province,90539
Thái Bình Province,28912
Thái Nguyên Province,31104
Thừa Thiên–Huế Province,22246
Tiền Giang Province,12477
Trà Vinh Province,11982
Tuyên Quang Province,23619
Tây Ninh Province,26174
Unknown,≤100
Vĩnh Long Province,8814
Vĩnh Phúc Province,40362
Yên Bái Province,70134
Điện Biên Province,21124
Đắk Lắk Province,42890
Đắk Nông Province,16146
Đồng Nai Province,46803
Đồng Tháp Province,15521
