Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,6460,20
107217383988190,מגזין אפוק,Epoch Magazine,4707,77
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,2711,12
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,2520,9
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,2128,6
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,2057,40
115456451553737,יונה יהב,יונה יהב,1942,14
500238833397356,ציפי ברנד,ציפי ברנד,1470,24
1662907067255622,איגוד הגז הטבעי,Unik,1428,4
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",1332,2
124191360932729,התעוררות בירושלים,התעוררות בירושלים,1300,21
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,1203,3
1073548259341247,לובי 99,לובי 99,1191,6
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1140,5
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1102,12
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,1053,9
109523830757998,דמוקרטtv,דרכנו,1026,4
204780362875106,מקור ראשון,מקור ראשון,1024,61
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,1021,5
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,1020,5
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,988,2
106729829160918,גייל שורש לראשות העיר רמת השרון,free ramat hasharon,914,11
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",905,25
1694881230559425,אבירם דהרי,אבירם דהרי,886,6
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,871,4
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,868,14
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,824,6
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,807,38
104405316012511,עליזה בלוך - Aliza Bloch,עליזה בלוך,803,14
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,766,28
108979322204008,יוסי דגן - yosi dagan,יוסי דגן - yosi dagan,714,3
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,685,4
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,670,4
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,665,16
281777035357977,איתמר בן גביר,איתמר בן גביר,650,1
