Location name,Amount spent (VEF)
Amazonas,723
Anzoátegui,1579923
Apure,542368
Aragua,8956403
Barinas,2621156
Bolívar (state),2716570
Capital District,8358988
Carabobo,4088980
Cojedes,500993
Delta Amacuro,252222
Falcón,1647042
Guárico,1112389
Lara,3573075
Miranda (state),3395024
Monagas,1381851
Mérida,1694772
Nueva Esparta,506304
Portuguesa,1623171
Sucre,1989814
Trujillo,1000779
Táchira,3801062
Unknown,≤100
Vargas,1004237
Yaracuy,1125622
Zulia,8898645
