Location name,Amount spent (ARS)
Buenos Aires,4048084
Catamarca,65412
Chaco,52540
Chubut,338557
Ciudad Autónoma de Buenos Aires,453985
Corrientes,45161
Córdoba,10914752
Entre Rios,228953
Formosa,200736
Jujuy,55533
La Pampa,41825
La Rioja,10651
Mendoza,49425
Misiones,46376
Neuquén,33569
Río Negro,35833
Salta,81266
San Juan,370385
San Luis,41031
Santa Cruz,28420
Santa Fe,1855058
Santiago del Estero,24134
Tierra del Fuego,20748
Tucuman,39674
Unknown,≤100
