Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
105256562063637,Beta Naija Group,Beta Naija,35873,1
107659108870484,infolasiama,Osasona Oluwasina,19341,1
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,18905,1
100486959387581,Ada Ogbu Nara,Chisom Okechukwu Kenneth,12051,12
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,11800,12
660685641036325,Sandeco Group,Vincent Southey Effiong,11611,9
103018869332378,BantuPage,Ikechukwu Orji,11255,13
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,10154,3
654180731859809,T-Police,T-Police,9274,3
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,8000,2
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,6751,10
754967464564993,Youth Alive Foundation,Youth Alive Foundation,5386,2
102846336004998,Abibat Mogaji Beneficiaries Vanguard 4 Bola Ahmed Tinubu-AMBV4BAT,Odunbaku Sodiq Adekunle,5150,5
215863191948778,Frank Nweke Jr,Frank Nweke Ii,4768,4
102869596002305,Office Of The Citizen Nigeria,Fix Politics,4481,2
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,4191,3
2104779946208232,Maxim,These ads ran without a disclaimer,3482,1
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,3011,2
929235063861774,Olivia Earth,These ads ran without a disclaimer,2847,1
102710114468124,Rics Gomina,Emmanuel Rics Gomina,2683,2
106746234702890,E.D.O TV,John Obijeme Ii,2508,3
103479562082984,Frontline Youth Creativity Initiative,Frontline Youth Creativity Initiative,2487,5
101616276020711,Obidogo BENDE,Abia Vanguard,2306,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,2235,3
280983209099426,Isa Ashiru Kudan,Bamali Surajoddeen Saad,2121,1
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,1957,2
101622722635138,Advocacy For Good Governance,Nnadi Sunny,1791,4
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,1609,4
103696798885313,Hon Onidare Sunday Bukunmi,Afeez Lawal,1568,2
100202924924063,Page 36,Page 36,1488,9
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1388,3
120346118099706,BrandPower,BrandPower,1383,1
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,1383,4
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,1322,2
111989374734629,Akarachi Campaign Organization,Akarachi Campaign Organziation,1220,1
504074873401716,Hon. Dr. Shehu Balarabe Kakale,Hon. Dr. Shehu Balarabe Kakale,1120,2
878141452335886,The Hope For Nigeria,Kerry Kenu,1103,1
100330052881158,"YPP Benue governorship campaign, Roberts Orya/Agaba Iduh 2023",Uroko Felix John,1042,1
102846336004998,Abibat Mogaji Beneficiaries Vanguard 4 Bola Ahmed Tinubu-AMBV4BAT,Adetunji Salman Akorede,1039,1
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,1018,1
110412275223352,Bago Media Centre,Bago Media Centre,990,2
105580098826545,"Rev. Fr. Hyacinth Iormem Alia, PhD","Rev. Fr. Hyacinth Iormem Alia, PhD",928,2
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,922,1
108938728492589,"Hon. Danjuma Azi  CPA, Gmnimn, JP, PDP Candidate PLSHA Jos-North West",Isaac Bilson,922,1
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim 2023.,Mubarak Hamza Adam,739,1
113628970777085,Hon Shaaban Tv,Ayodeji Adeola Badru,688,3
241652942562933,Yomi Idowu,Adfol Global Enterprise,650,1
147737942099452,Keyhole Media,Keyhole Media,645,1
1194653527230251,Governor Godwin Obaseki,Governor Godwin Obaseki,521,1
299567433503314,SDN,Stakeholder Democracy Network,513,1
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,503,2
114280258194610,Honourable George U.Timinimi For Senate,Vera Odjugo,490,1
108196610945393,H.E Dr Nasir Yusuf Gawuna,Ayodeji Adeola Badru,489,1
103004258030272,Imoh Inyangette,Imoh Inyangette,483,1
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,468,1
108398687462246,Rt. Hon Chukwuma Umeoji New Media,Rt. Hon Chukwuma Umeoji New Media,461,4
104379725771100,Bayodele 2023 Obi/Datti Oluyole Forum,Ameedat Delilah Bidmus,461,1
104180761873736,Massive Entertainment.ng,Massive Entertainment,450,1
108741524217559,Mayorspeaks,These ads ran without a disclaimer,445,2
108976588043083,AA ZAURA TV,Ayodeji Adeola Badru,420,1
105991091871916,Hon. Shehu Aliyu Ungogo TV,Ayodeji Adeola Badru,397,1
260451584306863,"Rep. Ogundu Kingsley Chinda, MHR",Hanacho Marvin Chinda,338,1
110877148165820,Dr Dauda Lawal TV,Ayodeji Adeola Badru,319,1
106900875202419,Newsflow.com.ng,newsflow,285,1
105287685723852,Prophet AA Emmanuel ministries,These ads ran without a disclaimer,193,1
110321555118628,Western Spring Television,Adedayo Tolulakin Oderinu,164,3
257044301821870,Sen Barau Jibrin,Ayodeji Adeola Badru,131,2
2249254108728941,Alh. Yahaya Barambu Project,Alh. Yahaya Barambu Project,≤100,1
108820175107975,Barr. Peremobowei Gita Campaign Organization,Moses Oyinkuro,≤100,1
1598205703573433,Senator Uba Sani,Uba Sani Media,≤100,1
106097128646113,Real Sophy,These ads ran without a disclaimer,≤100,1
574493653232980,Narayan Patel MLA,These ads ran without a disclaimer,≤100,1
191015535345,Youth For Technology Foundation,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
759660000745866,CC Studio,These ads ran without a disclaimer,≤100,1
102130299317180,Easy Scanner-G,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,3
204915812876645,CEIBS,These ads ran without a disclaimer,≤100,1
