Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,10188,10
161800283848513,CREO,CREO,8179,25
101372268406640,Unión Republicana,Unión Republicana,7435,23
104363285138486,Nosotros Guatemala,Partido Político Nosotros,7196,5
414127029025760,CABAL,CABAL,5518,12
110226594945647,Partido BIEN,Partido BIEN,5511,33
101555919274873,Mi Familia,Mi Familia,5474,39
187073013532,Partido VIVA,Partido Visión con Valores,4334,46
110582257361172,Partido Azul,Partido Azul,3868,56
436246383083297,TODOS,TODOS,3364,8
331961940541181,Partido Victoria,Partido Político Victoria,3287,4
1612828795636861,Movimiento Semilla,Movimiento Semilla,3034,26
142556265766634,Guatemala Visible,Guatemala Visible,3017,10
122407921162127,Roberto González,Roberto González,2339,2
341441999835173,La Plaza 2015,La Plaza 2015,2239,1
105216189254936,Un Líder correcto para Suchitepéquez,Un Líder correcto para Suchitepéquez,1940,15
100169482992019,Sebastián Arzú,Sebastián Arzú,1858,4
109189810962889,Comunidad Elefante,Comunidad Elefante,1552,18
268285610002238,FCN Nación,FCN Nación,1380,9
96594798704,Movimiento Cívico Nacional - MCN,Movimiento Cívico Nacional,1375,7
1882597935332956,Partido VAMOS,Partido VAMOS,1328,3
119274074432076,Ciudad Metrópolis,Ciudad Metrópolis,1249,2
124187513936178,Denuncia Chapín,Denuncia Chapín,1067,2
103639884893606,PIN,PARTIDO DE INTEGRACIÓN NACIONAL PIN,1031,4
468114850661437,Noticias guate,Noticias guate,934,1
281554395331686,República,"Republica GT, S.A.",926,7
109897588772482,Huehue Vale la Pena,Digitalishere.com,922,4
460494384516612,El Portal de Occidente gt,El Portal de Occidente gt,762,1
102762215788405,VOS.gt,VOS.gt,746,14
1979136665715746,Shop502,Shop502,727,6
126993096978554,Quiñónez NO cumple,Quiñónez NO cumple,690,2
102490342357338,Byron Geovanny Orellana Orellana,Byron Geovanny Orellana Orellana,684,8
111275711965424,Partido Republicano Quetzaltenango,Partido Republicano Quetzaltenango,672,8
