Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
109586108797973,Futuro Argentino,Futuro Argentino,1725695,110
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1699396,52
110568602036048,Córdoba La Número 1,Córdoba La Número 1,935997,14
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,517561,140
191138187655299,Municipalidad de Quilmes,Municipalidad de Quilmes,373777,60
108662685562965,La Ciudad Necesita Orden,La Ciudad Necesita Orden,314065,19
1549511365261275,Omar De Marchi,La Unión Mendocina,206770,96
113902874399198,La Provincia Hoy,La Provincia Hoy,157585,22
260217841057049,Consultora Tendencias,Consultora Tendencias,148799,33
442055025816040,Guillermo Carmona,Guillermo Carmona,145312,7
110746414660916,Lomas Noticias,Lomas Noticias,126363,3
958750317533178,Manuela Castañeira,Nuevo MAS,119440,9
2339859699626643,Hacemos Unidos por Córdoba,Hacemos Unidos por Córdoba,108741,2
147255748694051,Fernando Espinoza,Municipio de La Matanza,98152,52
813606588771959,CPC Ruta 20 Municba,municipalidad de córdoba,91880,3
622853724492420,Federico Otermín,Frente de Todos Lomas,84501,2
1010952492291178,Victoria Tolosa Paz,Camino a la Victoria,81693,4
110079031997390,Con Larreta,Con Larreta,80825,81
135948233146402,Municipio de Lomas de Zamora,Municipalidad de Lomas de Zamora,78482,2
212404205842351,CPC Rancagua MuniCba,municipalidad de córdoba,65840,5
174876119204869,Martín Insaurralde,Frente de Todos Lomas,64020,1
253898394637965,Luciana Echevarría,MST,61939,10
103088924366000,Noticias d,Noticias d,60402,194
513899261972162,Frente de Izquierda FIT,Frente de Izquierda,57430,29
380587129254638,Frente de Todos Corrientes,Frente de Todos Corrientes,56646,78
192108560832888,Luis Petri,Luis Petri,54651,5
335926266503071,7D,7D,52593,10
2145251785736481,Fernando Rambaldi,Fernando Rambaldi,52432,12
726998547382753,Martin Tetaz,Martín Tetaz,52174,3
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,51147,37
152351941446339,Jorge Milton Capitanich,Frente Chaqueño,50291,29
149721655226597,Oscar Cachi Martinez,Oscar Martínez,47380,1
104455719146837,El Meridiano,El Meridiano Noticias,44844,13
265302760230039,Enrique Ponce,Enrique Ponce,43635,3
113743400267523,Salud Hoy,Salud Hoy,42143,12
406037676834793,Gaceta Bonaerense,Gaceta,40903,3
947520791967929,Claudio Poggi,Claudio Poggi,40013,8
391359140978849,Carolina Losada,Carolina Losada,39779,4
932158520193023,Municipalidad de José C. Paz,Municipio de José Clemente Paz,37796,16
102126974997519,La República Porteña,Republica Porteña,36871,12
107796462136638,La República Noticias,La República Noticias,35836,11
136275719722184,Diario El Litoral Santa Fe,El Litoral,34623,20
386830351387514,InfoSanLuis.com,InfoSanLuis.com,34203,33
688001708286948,Juan Pablo Luque,Juan Pablo Luque,34165,3
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,33594,13
427271967380241,Lucas Delfino,Juntos,30279,30
1458418107637238,0221,0221,29309,1
641948702550925,Catamarca Gobierno,Gobierno de Catamarca,29087,9
259111760849274,Federico Angelini,Juntos por el Cambio,27727,2
1466119057008930,Fundación IDEAR Córdoba.,Fundación IDEAR Córdoba.,27118,1
248730858601074,Juan Andreotti,Juan Andreotti,26900,4
643960995713326,CPC Guiñazú MuniCba,municipalidad de córdoba,26559,2
105933872199149,Demos Vuelta La Argentina,Demos Vuelta la Argentina,26405,6
2257336131186551,Noticias HOY,Gaceta Bonaerense,26259,1
525334380868858,Martín Lousteau,Fundación Lebensohn,25909,17
118708984546682,Pecho López,Gaston Eduardo Toro,24752,5
107590944370114,Voz de Santa Fe,www.vozdesantafe.com.ar,24556,60
215127935173119,Emanuel Gainza,Emanuel Gainza,24512,13
65695624363,Rubén Giustiniani,Igualdad y Participación,23044,6
1643352192630981,Marcos Ferrer,Marcos Ferrer,22994,9
317140548314140,San Fernando Municipio,San Fernando Municipio,22681,4
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,22643,27
746371012137672,Adriana Cano,Adriana Cano,22114,8
108352032061590,Gabriel Bornoroni,Gabriel Bornoroni,21427,2
107644628487366,La Noticia Platense,La Noticia Platense,21393,2
587405287971230,Mariano Cascallares,Partido Justicialista Almirante Brown,21233,11
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,20976,2
723782314401584,Enrique Estévez,Enrique Estevez,20958,8
138240873247312,Gabriel Pradines,Gabriel Pradines,20953,9
108146311912164,Laburen Ladris,www.laburenladris.com,20256,8
227513130941976,Ignacio Torres,Pro Chubut,19721,15
105735495551632,Nico Marchiolo,Nicolas Ariel Marchiolo,19339,10
1726365124243504,Clara García,Clara Garcia,19292,4
652162468224695,Juan Negri,Juan Negri,18985,9
353492111467605,Julio Garro,Land,18610,1
61279025897,Gerardo Morales,Demos Vuelta la Argentina,18475,5
102289782502796,Prensa Digital,Prensa Digital,18087,9
442074085928723,Raúl Jalil,Raúl Jalil,17682,14
694559723935227,Raúl Ferrazzano,Raul Exequiel Ferrazzano,17667,1
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,17194,4
171330806277312,Diego Santilli,Instituto República,17131,8
363825283650115,Vicente López,Vicente López,16760,6
1558028877808328,Lucía Varisco,Lucia Varisco,16586,1
