Location name,Amount spent (CZK)
Central Bohemian Region,10050
Hradec Králové Region,4101
Karlovy Vary Region,2275
Liberec Region,3430
Moravian-Silesian Region,9809
Olomouc Region,5447
Pardubice Region,5541
Plzeň Region,5630
Prague,21883
South Bohemian Region,4689
South Moravian Region,10913
Unknown,≤100
Vysočina Region,3640
Zlín Region,4825
Ústí nad Labem Region,6909
