Location name,Amount spent (EUR)
Central Finland,206
Central Ostrobothnia,≤100
Etelä-Savo,≤100
Kainuu,≤100
Kymenlaakso,144
Lapland (Finland),120
North Karelia,≤100
Northern Ostrobothnia,295
Ostrobothnia (region),146
Pirkanmaa,464
Pohjois-Savo,168
Päijät-Häme,229
Satakunta,164
South Karelia,≤100
Southern Ostrobothnia,153
Southwest Finland,440
Tavastia Proper,177
Unknown,≤100
Uusimaa,1680
Åland Islands,≤100
