Location name,Amount spent (NOK)
Akershus,12465
Aust-Agder,2842
Buskerud,5535
Finnmark,1950
Hedmark,4255
Hordaland,14105
Møre og Romsdal,4946
Nord-Trøndelag,2491
Nordland,4651
Oppland,3832
Oslo,16079
Rogaland,9569
Sogn og Fjordane,1979
Sør-Trøndelag,9239
Telemark,3451
Troms,3611
Unknown,≤100
Vest-Agder,4140
Vestfold,4596
Østfold,7108
