Location name,Amount spent (VND)
An Giang Province,60393
Bà Rịa–Vũng Tàu Province,80263
Bình Dương Province,172915
Bình Phước Province,41805
Bình Thuận Province,31186
Bình Định Province,58013
Bạc Liêu Province,27426
Bắc Giang Province,101606
Bắc Kạn Province,24297
Bắc Ninh Province,91435
Bến Tre Province,32671
Cao Bằng Province,29535
Cà Mau Province,35123
Cần Thơ,68251
Da Nang,81164
Gia Lai Province,40059
Haiphong,67286
Ho Chi Minh City,1584886
Hà Giang Province,30908
Hà Nam Province,38667
Hà Tĩnh Province,63172
Hòa Bình Province,53346
Hưng Yên Province,63786
Hải Dương Province,73064
Hậu Giang Province,4147
Khánh Hòa Province,35410
Kiên Giang Province,61551
Kon Tum Province,27965
Lai Châu Province,2441
Long An Province,56991
Lào Cai Province,28389
Lâm Đồng Province,90002
Lạng Sơn Province,61470
Nam Định Province,53678
Nghệ An Province,123183
Ninh Bình Province,28876
Ninh Thuận Province,37488
Phú Thọ Province,76500
Phú Yên Province,35709
Quảng Bình Province,29456
Quảng Nam Province,53129
Quảng Ngãi Province,134121
Quảng Ninh Province,44566
Quảng Trị Province,32456
Sóc Trăng Province,42441
Sơn La Province,52253
Thanh Hóa Province,127327
Thái Bình Province,61103
Thái Nguyên Province,86598
Thừa Thiên–Huế Province,59492
Tiền Giang Province,55119
Trà Vinh Province,31661
Tuyên Quang Province,170686
Tây Ninh Province,153288
Unknown,≤100
Vĩnh Long Province,26844
Vĩnh Phúc Province,56429
Yên Bái Province,33859
Điện Biên Province,22345
Đắk Lắk Province,87015
Đắk Nông Province,29542
Đồng Nai Province,172925
Đồng Tháp Province,36635
