Location name,Amount spent (ARS)
Buenos Aires,18225371
Catamarca,736293
Chaco,620955
Chubut,229182
Ciudad Autónoma de Buenos Aires,7349320
Corrientes,344356
Córdoba,2847557
Entre Rios,1213690
Formosa,202724
Jujuy,467887
La Pampa,139886
La Rioja,298521
Mendoza,437815
Misiones,341644
Neuquén,241287
Río Negro,222718
Salta,431655
San Juan,325112
San Luis,244644
Santa Cruz,828849
Santa Fe,1300961
Santiago del Estero,287877
Tierra del Fuego,171758
Tucuman,579654
Unknown,944
