Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,2239037
Apure,746881
Aragua,3606650
Barinas,1217157
Bolívar (state),2436197
Capital District,5542007
Carabobo,7080902
Cojedes,519106
Delta Amacuro,250000
Falcón,1381684
Guárico,884103
Lara,2538902
Miranda (state),1828483
Monagas,883909
Mérida,2057287
Nueva Esparta,1202024
Portuguesa,1514378
Sucre,886686
Trujillo,1019106
Táchira,3283683
Unknown,≤100
Vargas,514578
Yaracuy,1079380
Zulia,6757836
