Location name,Amount spent (NZD)
Auckland Region,2547
Bay of Plenty Region,420
Canterbury,866
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,323
Manawatu-Wanganui,400
Marlborough Region,≤100
Nelson Province,114
Northland Region,193
Otago,347
Southland,128
Taranaki,162
Tasman District,≤100
Unknown,≤100
Waikato,694
Wellington Region,682
West Coast,≤100
