Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,25522971,10
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,9682256,8
164175566931411,SCHOTTCareer,These ads ran without a disclaimer,3699954,1
102793242742002,Jaksapedia,JAKSAPEDIA,3476264,33
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,2348579,33
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,2319730,17
129231660431299,National Geographic Asia,These ads ran without a disclaimer,1861771,1
101971245965029,Siap Kawal Polri,Kawal Polri,1813362,34
197545083607941,Harian Kompas,Harian Kompas,1151466,30
141339359225818,李毓芬 Tia Lee,These ads ran without a disclaimer,1149054,5
102317908914727,Climate Justice Indonesia,Climate Justice Indonesia,1020565,6
117935907895698,Tidak resmi: inilahcom,Inilahcom,700426,9
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,697779,35
106883058905796,Tanda Seru,Aditia Ramdani,605519,12
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",507386,2
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,465159,2
104622532469179,Populis,Aditia Ramdani,445519,9
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,409329,2
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,397333,2
104427162506872,Fakta Anies,Harian Politik,373240,21
116927754329776,The Lavana,These ads ran without a disclaimer,339857,1
813887722072071,Yayasan Pundi Amal Bakti Ummat,Yayasan Pundi Amal Bakti Ummat,323282,40
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,322437,28
101428652793656,Readktif,Aditia Ramdani,301434,6
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,297609,13
104427162506872,Fakta Anies,Fakta Anies,289309,13
502975673136093,INKOMPASS,These ads ran without a disclaimer,243494,1
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,243357,13
