Location name,Amount spent (USD)
Alabama,12362
Alaska,2757
American Samoa,≤100
Arizona,25949
Arkansas,7721
California,106010
Colorado,16663
Connecticut,9222
Delaware,3803
Florida,68204
Georgia,27685
Guam,≤100
Hawaii,3144
Idaho,6109
Illinois,31888
Indiana,19093
Iowa,15465
Kansas,11243
Kentucky,12104
Louisiana,14283
Maine,3616
Maryland,19918
Massachusetts,19263
Michigan,37054
Minnesota,15713
Mississippi,17119
Missouri,16893
Montana,4938
Nebraska,5080
Nevada,13595
New Hampshire,7238
New Jersey,28836
New Mexico,6624
New York,53970
North Carolina,37683
North Dakota,4641
Northern Mariana Islands,≤100
Ohio,42061
Oklahoma,12348
Oregon,12244
Pennsylvania,43421
Puerto Rico,≤100
Rhode Island,2618
South Carolina,17913
South Dakota,2247
Tennessee,21078
Texas,93898
Unknown,115
Utah,10942
Vermont,1691
Virgin Islands (U.S.),≤100
Virginia,25994
Washington,21395
"Washington, District of Columbia",7940
West Virginia,6490
Wisconsin,17111
Wyoming,1715
