Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1362
Bicol Region,13147
Cagayan Valley,3846
Calabarzon,28531
Caraga,1836
Central Luzon,15968
Central Visayas,10953
Cordillera Administrative Region,2309
Davao Region,5783
Eastern Visayas,4303
Ilocos Region,6413
Metro Manila,44831
Mimaropa,3077
Northern Mindanao,5159
Soccsksargen,3861
Unknown,≤100
Western Visayas,10401
Zamboanga Peninsula,3174
