Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,15651,7
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,8288,2
1518790851708164,Samtök fyrirtækja í sjávarútvegi,SFS - Samtök fyrirtækja í sjávarútvegi,6579,1
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,4937,25
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,4172,3
154893001218870,ADHD samtökin,ADHD samtökin,2350,5
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,2057,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1701,2
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,1696,1
41445084925,Röskva - stúdentahreyfing,Röskva - stúdentahreyfing,1121,1
573559522797177,Flokkur fólksins,Flokkur Fólksins,1117,2
106979180938014,Samstöðin,Samstöðin ehf,778,1
105986171646268,Diljá Mist,Diljá Einarsdóttir,580,1
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,189,1
108966741644172,Koray Beserler 1,These ads ran without a disclaimer,≤100,2
109391388543268,Mariana Alves,These ads ran without a disclaimer,≤100,6
121071210928713,Наши в Европе,These ads ran without a disclaimer,≤100,1
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,≤100,1
113059061701822,MarketCamp 26,These ads ran without a disclaimer,≤100,2
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
152754364784879,TYPOART,These ads ran without a disclaimer,≤100,1
