Location name,Amount spent (NZD)
Auckland Region,1274
Bay of Plenty Region,208
Canterbury,409
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,114
Manawatu-Wanganui,166
Marlborough Region,≤100
Nelson Province,≤100
Niue,≤100
Northland Region,122
Otago,202
Southland,≤100
Taranaki,≤100
Tasman District,≤100
Unknown,≤100
Waikato,303
Wellington Region,341
West Coast,≤100
