Location name,Amount spent (CLP)
Antofagasta Region,432305
Araucanía Region,505291
Arica y Parinacota Region,376991
Atacama Region,262644
Aysén Region,242733
Bío Bío Region,1305269
Coquimbo Region,901985
Los Lagos Region,829508
Los Ríos Region,219429
Magallanes y la Antártica Chilena Region,245677
Maule Region,1012375
O'Higgins Region,626041
Santiago Metropolitan Region,6733649
Tarapacá Region,430824
Unknown,690
Valparaíso Region,2551650
