Location name,Amount spent (ARS)
Buenos Aires,2799881
Catamarca,38071
Chaco,139829
Chubut,87395
Ciudad Autónoma de Buenos Aires,708410
Corrientes,115329
Córdoba,4053138
Entre Rios,185006
Formosa,51786
Jujuy,48730
La Pampa,1194430
La Rioja,53180
Mendoza,203118
Misiones,79193
Neuquén,77057
Río Negro,56463
Salta,2297340
San Juan,766370
San Luis,271469
Santa Cruz,42993
Santa Fe,595497
Santiago del Estero,41019
Tierra del Fuego,713156
Tucuman,269856
Unknown,4786
