Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,19133,9
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,5995,1
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,5468,1
117476041631671,AmCham Costa Rica,AmCham Costa Rica,3981,1
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,3471,1
161538647202796,David Segura - Diputado,David Lorenzo Segura Gamboa,3227,1
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1199,1
110229697990927,Pablo Sibaja - Diputado,Pablo Sibaja Jiménez,674,1
299756937371188,Cristian Valverde,Cristian Val,263,1
274394006605216,History A2Z Magazine,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
1039675682714205,스브스뉴스,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
121307931254043,Econlib,These ads ran without a disclaimer,≤100,1
102799117789648,Raimundo Santamarta,These ads ran without a disclaimer,≤100,1
105741532048451,Fluffy Worldwide,These ads ran without a disclaimer,≤100,3
131857626888341,Aceprensa,These ads ran without a disclaimer,≤100,1
