Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,5211,28
117109432079,CAMH Foundation,CAMH Foundation,1942,85
154462904588700,Enbridge Gas,Enbridge Gas,1344,68
115835521825983,UNHCR Canada,UNHCR Canada,1260,108
16761458703,University of British Columbia,University of British Columbia,1233,87
172145722975250,PressProgress,PressProgress,880,67
1530293140634544,"No Options, No Choice","No Options, No Choice Project",875,9
203652059653094,Government of British Columbia,Government of British Columbia,872,10
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,826,63
6695079125,TD,TD Bank Canada,750,18
625254780822339,CUPE Manitoba,CUPE MB,626,11
109045051805492,Made The Canadian Way,Canadian Energy Centre,602,4
1097840090260804,National Police Federation,National Police Federation,563,84
104853517861788,Surrey’s Say on Policing,National Police Federation,525,10
274877362536876,CUPE BC,CUPE BC,511,17
404950259547092,Scarborough Health Network Foundation,SHN with Facebook ad credits,480,20
139019864276,Oxfam Canada,Oxfam Canada,450,15
168617319831578,Nature Canada,Nature Canada,441,2
1671097993122619,Children Believe,Children Believe,432,37
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,423,23
114849617772737,Care2 Canada,Press Pause Collective,397,8
335316996546813,Nova Scotia Department of Health and Wellness,Government of Nova Scotia,396,3
113297740077607,Canadian Energy Centre,Canadian Energy Centre,384,56
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,379,44
107670711947328,Only One CA,"Only One, Inc.",366,22
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,340,2
54125409458,Oxfam-Québec,Oxfam-Québec,333,13
600199730040379,David Eby,BC New Democrat Caucus,325,1
572892516092329,"Yvan Baker, MP",Yvan Baker,321,4
428551390928740,Fondation Rideau Hall Foundation,Rideau Hall Foundation,320,8
107385241806,Plan International Canada,Plan International Canada,303,56
100372613401225,BC Council of Forest Industries,BC Council of Forest Industries,297,48
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,297,15
19750184960,Greenpeace Canada,Greenpeace Canada,295,176
121455674601185,The Manitoba Teachers' Society,The Manitoba Teachers' Society,294,6
177741812241442,SCFP-Québec,le SCFP,283,12
110647840532680,Merge Mayor,These ads ran without a disclaimer,278,1
103432361257183,Ontario PC Caucus,Ontario PC Caucus,257,9
102794729214729,Avoid the Shock,Insurance Bureau of Canada,252,7
281999881613,World Vision Canada,World Vision Canada,247,5
147602041992683,Métis Nation of Ontario,Métis Nation of Ontario,247,30
256219551228579,CUPE 905,CUPE 905,244,1
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Sussex Strategy Group,241,2
104386908631938,Pathways Alliance,Pathways Alliance,233,6
7522587804,Green Party of Ontario,Green Party of Ontario,219,4
181477762000062,Department of Justice Canada,Department of Justice Canada,195,2
103739893012149,Shepherds of Good Hope,Shepherds of Good Hope Ottawa,193,6
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,179,9
256967407720183,LEO,Léger,178,19
106360778489053,Fuelling Canada,Canadian Gas Association,169,64
106917558391358,Alliance Nouvelles voies,Pathways Alliance,160,2
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,157,64
222322717930469,Government of New Brunswick,Government of New Brunswick,155,1
214866875236330,PROMIS,Promis Immigration,154,14
100999094747422,Land Needs Guardians,Land Needs Guardians,150,4
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,149,11
321351607970406,The Narwhal,The Narwhal,137,2
619390841527511,CUPE 5430,CUPE 5430,132,15
101488322839614,Selam Debs - The Antiracism Course,Selam Debs-The Antiracism Course,132,13
102862259754198,MS.ThingsIsee,KELLY-ANN P JONES,132,4
1547351742002843,Recovery Capital Summit- Overcoming Addiction,Giuseppi Ganci,127,4
14742445214,BC Green Party,BC Green Party,126,27
121222984568561,Amnesty International Canada,Amnesty International Canada,126,57
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,123,1
1643255589282164,Ontario Clean Air Alliance,Ontario Clean Air Alliance,115,2
259187344111223,Coastal First Nations,Coastal First Nations,115,89
114312524502,City of Surrey,City of Surrey,109,4
233017897569896,Emplois en régions,Emplois en régions,109,22
1533253713597302,Elisabeth Léger,Elisabeth Leger,109,4
105754167560390,Sumofus Canada,SumOfUs,109,1
109259964070785,Skeena Strong,The Skeena,107,2
1391594234280994,"Liquor, Gaming and Cannabis Authority of Manitoba","Liquor, Gaming and Cannabis Authority of Manitoba",103,8
103047522107786,Pacific Prosperity Network,Pacific Prosperity Network,≤100,3
106183171866567,Fairness for Drivers,Fairness for Drivers,≤100,7
106432095003415,Our Nova Scotia RCMP,National Police Federation,≤100,18
101898551911387,The Hub Canada,Hub Canada Media,≤100,32
161817467263,Nova Scotia Government,Government of Nova Scotia,≤100,1
327971477301533,City of Kingston - Municipal Government,City of Kingston,≤100,2
1612384305678522,ACEF de Laval,ACEF de Laval,≤100,7
31912359596,University of Saskatchewan,University of Saskatchewan,≤100,6
123235041462,The Fraser Institute,Fraser Institute,≤100,6
638391216643974,CodeBlue BC,CodeBlue BC,≤100,15
177681485609462,Radio-Canada,Radio-Canada,≤100,13
33730130515,Metro Vancouver,Metro Vancouver,≤100,2
257741694238490,Collège des médecins du Québec,Collège des médecins du Québec,≤100,2
551101131576973,Ministère de la Justice Canada,Ministère de la Justice Canada,≤100,3
159713615718,WWF-Canada,WWF-Canada,≤100,28
278388139026064,Patrick Brown,Patrick Brown,≤100,5
104152709183684,Convenience Retailers 4 SC,Convenience Retailers Alliance,≤100,12
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100,8
2161474537462046,Solar X,Solar X,≤100,1
247550302115830,Elections Saskatchewan,Elections Saskatchewan,≤100,2
163336718421,PSAC - AFPC,PSAC-AFPC,≤100,2
146475628709291,TFO,Groupe Média TFO,≤100,2
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100,2
168973503131279,Mission Old Brewery,Mission Old Brewery,≤100,49
1459978440906128,Office des personnes handicapées du Québec,Office des personnes handicapées du Québec,≤100,2
191240938428019,Le Devoir BIS,Le Devoir,≤100,3
294663684004138,Boyle Street Community Services,Boyle Street Community Services,≤100,1
205618326248365,Trajectoire Québec,Trajectoire Québec,≤100,3
123279994379030,Participaction,ParticipACTION,≤100,12
184906186150,The Toronto Star,The Toronto Star,≤100,1
156235841087715,FTQ,FTQ,≤100,1
461033487304714,BC Housing,BC Housing,≤100,6
342197765819636,Fair Vote Yukon,Fair Vote Yukon,≤100,1
519158768236312,Port of/de Belledune,Port de Belledune,≤100,2
179488658767581,ICI Alberta,Radio-Canada,≤100,30
468844636547019,Gouvernement du Nouveau-Brunswick,Gouvernement du Nouveau-Brunswick,≤100,1
132996628184,City of Vancouver - Local Government,City of Vancouver - Local Government,≤100,1
161576757217190,City of Lethbridge- City Hall,City of Lethbridge- City Hall,≤100,3
97884715512,Canadian Museum for Human Rights,Canadian Museum for Human Rights,≤100,1
231211090395156,Julie Dzerowicz,Julie Dzerowicz,≤100,3
1553269028327267,Star Sponsored,The Toronto Star,≤100,2
183810795000696,Nature Nova Scotia,Nature Nova Scotia,≤100,3
753889838292279,BC Assembly of First Nations,BC Assembly of First Nations,≤100,3
136772905237,Historica Canada,Historica Canada,≤100,4
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100,3
528887520528857,Randy Boissonnault,"the Office of Randy Boissonnault, Member of Parliament - Edmonton Centre",≤100,1
144952302745324,Nuclear Waste Management Organization,the Nuclear Waste Management Organization,≤100,5
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100,42
106365669977985,Unpointcinq,Unpointcinq,≤100,4
1583430205202800,City of Toronto,City of Toronto - Your Local Government,≤100,2
111231197686977,The Breach,The Breach,≤100,4
250592478295316,C2C Journal,C2C Journal,≤100,10
198161003562116,Vancouver Humane Society,Vancouver Humane Society,≤100,8
105020357850802,Pivot,Pivot,≤100,4
211536155525838,ICI Estrie,ICI Estrie,≤100,68
99838903265,CPAWS Manitoba,CPAWS Manitoba,≤100,1
261752512263,Canadian Red Cross,Canadian Red Cross,≤100,9
12958981598,North York Women's Shelter,North York Women's Shelter,≤100,2
263547640436466,PC Party of Manitoba,"the Financial Officer, PC Party of Manitoba",≤100,1
104362421329863,Recovery Month Canada,Giuseppi Ganci,≤100,1
124239144255718,City of Calgary – Your Local Government,City of Calgary – Your Local Government,≤100,1
213972982110718,Terry Beech,"Terry Beech, MP for Burnaby North Seymour",≤100,23
264035282685,"Commission des normes, de l'équité, de la santé et de la sécurité du travail","Commission des normes, de l’équité, de la santé et la sécurité du travail",≤100,1
503531809660975,Société québécoise des infrastructures,Société québécoise des infrastructures,≤100,2
925033857594085,SureHealth Canada,SureHealth,≤100,76
985797494956599,The News Forum,The News Forum,≤100,12
144225175632966,Monte McNaughton,Lambton-Kent-Middlesex Progressive Conservative Association,≤100,5
399746870215613,ᓄᓇᕗᑦ ᒐᕙᒪᖓ,Government of Nunavut,≤100,1
49530722523,Ecojustice,Ecojustice,≤100,9
111176008261790,West Coast Now,West Coast Now,≤100,3
111582684014878,Ryan Williams MP Bay of Quinte,Bay of Quinte Conservative Association,≤100,3
516401211852429,ICBA - Independent Contractors and Businesses Association,Independent Contractors and Businesses Association of BC,≤100,1
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,≤100,18
259282224084288,The Munk Debates,Munk Debates,≤100,27
203135665808,Mississauga Parks & Recreation,City of Mississauga,≤100,2
149529379528,ICI Colombie-Britannique,Radio-Canada,≤100,11
106943012017267,StrategX Elements Corp,StrategX Elements Corp,≤100,4
110676918090127,Kayande For Calgary Elbow NDP,Samir Kayande,≤100,14
527217270712141,Jean Coutu Fort-Saint-Louis,Jean Coutu Geneviève Labonté,≤100,4
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100,1
187805263715,RÉZO,RÉZO,≤100,2
102668075081968,"Фонд премии ""Генезис""",These ads ran without a disclaimer,≤100,1
145655439443421,"Jean Coutu 515 Boul. Lacombe, Repentigny - secteur Le Gardeur",ECOLEAD Marketing,≤100,4
296792930473811,Justice for All Canada,These ads ran without a disclaimer,≤100,2
142208566054,YMC,Ehm & Co Communications - YMC,≤100,1
121099651233937,RAVEN,RAVEN Trust,≤100,2
