Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,14659,6
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,12491,2
152804904889,Samfylkingin,Samfylkingin,9312,10
128854307193614,Landsvirkjun,Landsvirkjun,4912,2
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,4630,4
156161194561570,Kjarninn,Kjarninn,2436,1
573559522797177,Flokkur fólksins,Flokkur Fólksins,1889,1
154893001218870,ADHD samtökin,ADHD samtökin,1401,5
626846780726124,Viðreisn,Viðreisn,1314,1
509866436098947,Sabine Leskopf,Sabine Leskopf,662,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,521,1
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,469,1
106979180938014,Samstöðin,Samstöðin ehf,435,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,424,2
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,301,1
166802253467224,Ung vinstri græn - UVG,Ung vinstri græn - UVG,136,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,2
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,2
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100,1
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100,1
378273073021139,Paxsies Underwear,These ads ran without a disclaimer,≤100,1
