Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
543788999005363,ORIGO,Mediaworks Hungary Zrt.,242419,22
122074554119,EU Social,EU Social,163544,7
1534911313439123,Ripost,Ripost,119395,13
248172631940,Mandiner,Mediaworks Hungary Zrt.,107622,17
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,84314,12
191461774219575,hirado.hu,hirado.hu,82618,24
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,79094,11
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,64853,6
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,47787,2
109414841321682,Magyar Falu Program,Miniszterelnökség,46146,9
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,40742,5
178362315106,European Parliament,European Parliament,39052,8
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,36113,3
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,31475,115
264517713636590,PestiSracok.hu,PestiSrácok.hu,29006,6
123910440019,Renew Europe,Renew Europe Group,26611,2
451844608304228,Metropol,Metropol,24931,4
108146403966754,Dr. Bagó Zoltán,Dr. Bagó Zoltán,24400,2
537817739693723,Brain Bar,Brain Bar,23341,14
100711304847811,A szomszédja már tudja - Ön is tudja meg,A szomszédja már tudja - Ön is tudja meg,21296,3
1265353903615539,Oeconomus,Oeconomus,20746,31
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,20090,5
108346693873484,Győrffy Balázs,Győrffy Balázs,19718,3
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,19567,1
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,18730,53
265672590604606,Makronóm.Blog,Makronóm.Blog,17380,11
594088897289853,Alapjogokért Központ,Alapjogokért Központ,16990,15
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,15947,4
345496092135627,Hír TV,Mediaworks Hungary Zrt.,14013,2
447204268797621,RTL.hu,RTL.HU,12045,36
851784814892644,Simicskó István,KDNP frakció,12026,3
108248022589754,Bosch Magyarország,Bosch Magyarország,11394,10
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,11319,4
162344823835042,atlatszo.hu,atlatszo.hu,10865,7
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,10601,12
76748198685,Budapest Pride,Budapest Pride,9865,3
887921287887805,Király Nóra,Király Nóra,9803,3
131283758531,HVG,HVG Kiadó ZRt.,8537,10
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,8537,4
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,8361,13
