Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,1084496
Apure,284999
Aragua,1057928
Barinas,768622
Bolívar (state),1127245
Capital District,5982280
Carabobo,1641993
Cojedes,2774744
Delta Amacuro,≤100
Falcón,1004500
Guárico,501125
Lara,1252250
Miranda (state),849497
Monagas,493373
Mérida,1003375
Nueva Esparta,442498
Portuguesa,752250
Sucre,501125
Trujillo,573623
Táchira,1586994
Unknown,252250
Vargas,252244
Yaracuy,751125
Zulia,7116774
