Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,4510,22
462231230512015,Carlos Albisu,Carlos Gabriel Albisu Emed,1796,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,236,3
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,146,1
102652064888705,REDUY.net,REDUY,136,1
1496397947313142,Edil Diego Guevara,Diego Enmanuel Guevara Crosi,≤100,1
605540860101596,Diario Criollo,Diario Criollo,≤100,1
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,≤100,1
1596795187238956,Ímpetu Ac,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
36402799393,Protección Animal Mundial,These ads ran without a disclaimer,≤100,1
102153471654987,La vida en una historia.,These ads ran without a disclaimer,≤100,1
1722520228078847,Female Invest,These ads ran without a disclaimer,≤100,1
102527209215235,Viviane Olívia,These ads ran without a disclaimer,≤100,4
385385178182941,SIGNUS Ecovalor,These ads ran without a disclaimer,≤100,1
260505207474088,Libélula Cambio Climático,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,3
563065237146155,Latindadd,These ads ran without a disclaimer,≤100,1
