Location name,Amount spent (TRY)
Adana Province,3238
Adıyaman Province,210
Afyonkarahisar Province,731
Aksaray Province,683
Amasya Province,2445
Ankara Province,10868
Antalya Province,2094
Ardahan Province,≤100
Artvin Province,121
Aydın Province,834
Ağrı Province,110
Balıkesir Province,3789
Bartın Province,332
Batman Province,225
Bayburt Province,≤100
Bilecik Province,114
Bingöl Province,≤100
Bitlis Province,119
Bolu Province,198
Burdur Province,216
Bursa Province,1976
Denizli Province,1058
Diyarbakır Province,530
Düzce Province,220
Edirne Province,224
Elazığ Province,230
Erzincan Province,988
Erzurum Province,256
Eskişehir Province,851
Gaziantep Province,1055
Giresun Province,4907
Gümüşhane Province,148
Hakkâri Province,≤100
Hatay Province,1300
Isparta Province,518
Istanbul Province,85341
Iğdır Province,≤100
Kahramanmaraş Province,561
Karabük Province,358
Karaman Province,164
Kars Province,≤100
Kastamonu Province,2133
Kayseri Province,1317
Kilis Province,≤100
Kocaeli Province,837
Konya Province,3166
Kütahya Province,277
Kırklareli Province,492
Kırıkkale Province,257
Kırşehir Province,132
Malatya Province,270
Manisa Province,1574
Mardin Province,238
Mersin Province,9750
Muğla Province,605
Muş Province,≤100
Nevşehir Province,141
Niğde Province,185
Ordu Province,8897
Osmaniye Province,274
Rize Province,197
Sakarya Province,273
Samsun Province,8387
Siirt Province,≤100
Sinop Province,554
Sivas Province,267
Tekirdağ Province,728
Tokat Province,2293
Trabzon Province,809
Tunceli Province,≤100
Unknown,≤100
Uşak Province,294
Van Province,229
Yalova Province,383
Yozgat Province,401
Zonguldak Province,389
Çanakkale Province,1422
Çankırı Province,210
Çorum Province,290
İzmir Province,4751
Şanlıurfa Province,1652
Şırnak Province,135
