Location name,Amount spent (NZD)
Auckland Region,5858
Bay of Plenty Region,1194
Canterbury,2137
Cook Islands,≤100
Gisborne District,160
Hawke's Bay,595
Manawatu-Wanganui,943
Marlborough Region,179
Nelson Province,265
Niue,≤100
Northland Region,661
Otago,713
Southland,363
Taranaki,407
Tasman District,159
Unknown,≤100
Waikato,1438
Wellington Region,1561
West Coast,118
