Page ID,Page name,Disclaimer,Amount spent (BMD),Number of ads in Library
1662597657336484,OUTBermuda,These ads ran without a disclaimer,≤100,1
106068488158725,Graduatez - College Journey,These ads ran without a disclaimer,≤100,3
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,6
