Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,32609,4
158545737536838,Municipalidad de Escazú,Municipalidad de Escazú,10495,1
109647142474976,Alcalde Arnoldo Barahona,Alcalde Arnoldo Barahona,5978,1
100508562815254,Juan Diego González Picado,Juan Diego González Picado,5435,2
100248039454311,Mi Canton Digital,Mi Canton Digital,4891,3
123191400766960,Incubadora +Cr,+Costa Rica,3955,9
102851155670931,mUEve,mUEve,2717,7
115685088068838,En Común,En Común,2420,2
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,1068,29
1564830553770208,Encuentro Municipal,Jose Luis Jimenez Robleto,998,3
265843867173714,La Revista,La Revista,989,1
529759470407402,Nelson Ugalde Rojas,Nelson Ugalde Rojas,127,2
103560496038224,Centro Educativo Truper,These ads ran without a disclaimer,≤100,1
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100,1
118631361198155,Drivepedia Thrills,These ads ran without a disclaimer,≤100,1
101082842736363,The world of reader,These ads ran without a disclaimer,≤100,2
1803798173247388,NDC Solutions,These ads ran without a disclaimer,≤100,1
105386308268783,Vanessa Rodríguez Rodríguez,These ads ran without a disclaimer,≤100,1
103770029438586,The Learning Lounge,These ads ran without a disclaimer,≤100,1
9394693002,Bloomberg,These ads ran without a disclaimer,≤100,1
1482560595379392,Whakamua,These ads ran without a disclaimer,≤100,2
116603861327799,alex_sa.c,These ads ran without a disclaimer,≤100,1
352241124810616,Visión y Óptica,These ads ran without a disclaimer,≤100,1
