Location name,Amount spent (USD)
Alabama,13770
Alaska,2795
American Samoa,≤100
Arizona,27397
Arkansas,8615
California,109724
Colorado,17202
Connecticut,9366
Delaware,3757
Florida,71040
Georgia,30767
Guam,≤100
Hawaii,3376
Idaho,6098
Illinois,37137
Indiana,20625
Iowa,16517
Kansas,11818
Kentucky,12780
Louisiana,15510
Maine,4289
Maryland,22501
Massachusetts,19868
Michigan,37211
Minnesota,18315
Mississippi,15002
Missouri,17932
Montana,5014
Nebraska,5154
Nevada,13278
New Hampshire,6260
New Jersey,33151
New Mexico,6948
New York,56035
North Carolina,37384
North Dakota,6443
Northern Mariana Islands,≤100
Ohio,45805
Oklahoma,13358
Oregon,13517
Pennsylvania,43022
Puerto Rico,≤100
Rhode Island,2623
South Carolina,17454
South Dakota,2191
Tennessee,23635
Texas,102837
Unknown,106
Utah,10621
Vermont,1905
Virgin Islands (U.S.),≤100
Virginia,29466
Washington,22895
"Washington, District of Columbia",11753
West Virginia,7141
Wisconsin,18678
Wyoming,1800
