Location name,Amount spent (BRL)
Acre (state),707
Alagoas,8253
Amapá,379
Amazonas,2789
Bahia,20761
Ceará,8740
Espírito Santo,2221
Federal District,3298
Goiás,4295
Maranhão,3650
Mato Grosso,4250
Mato Grosso do Sul,2763
Minas Gerais,14773
Paraná,13108
Paraíba,2662
Pará,5424
Pernambuco,9894
Piauí,2189
Rio Grande do Norte,1992
Rio Grande do Sul,13337
Rio de Janeiro (state),11902
Rondônia,2470
Roraima,669
Santa Catarina,9603
Sergipe,1829
São Paulo (state),46176
Tocantins,1174
Unknown,≤100
