Location name,Amount spent (EUR)
Harju County,6184
Hiiu County,≤100
Ida-Viru County,679
Järva County,288
Jõgeva County,222
Lääne County,210
Lääne-Viru County,425
Pärnu County,525
Põlva County,174
Rapla County,235
Saare County,297
Tartu County,2286
Unknown,≤100
Valga County,165
Viljandi County,373
Võru County,235
