Location name,Amount spent (USD)
Alabama,8340
Alaska,2073
American Samoa,≤100
Arizona,23632
Arkansas,5914
California,95518
Colorado,14570
Connecticut,7108
Delaware,2218
Florida,44897
Georgia,283752
Guam,≤100
Hawaii,2524
Idaho,3826
Illinois,25018
Indiana,18086
Iowa,11091
Kansas,6794
Kentucky,8519
Louisiana,16773
Maine,4778
Maryland,17908
Massachusetts,14080
Michigan,27949
Minnesota,11769
Mississippi,8903
Missouri,14807
Montana,3541
Nebraska,3685
Nevada,7118
New Hampshire,3283
New Jersey,21508
New Mexico,5799
New York,42868
North Carolina,21818
North Dakota,1763
Northern Mariana Islands,≤100
Ohio,27764
Oklahoma,9037
Oregon,14927
Pennsylvania,37535
Puerto Rico,≤100
Rhode Island,2697
South Carolina,9135
South Dakota,1511
Tennessee,13305
Texas,67063
Unknown,548
Utah,8462
Vermont,1602
Virgin Islands (U.S.),≤100
Virginia,22965
Washington,25704
"Washington, District of Columbia",12410
West Virginia,4998
Wisconsin,16633
Wyoming,1253
