Location name,Amount spent (ARS)
Buenos Aires,813976
Catamarca,31086
Chaco,93641
Chubut,40555
Ciudad Autónoma de Buenos Aires,155966
Corrientes,21080
Córdoba,881651
Entre Rios,61187
Formosa,10485
Jujuy,9689
La Pampa,47358
La Rioja,17432
Mendoza,23636
Misiones,19375
Neuquén,99716
Río Negro,30276
Salta,81759
San Juan,36210
San Luis,55439
Santa Cruz,6901
Santa Fe,212176
Santiago del Estero,8808
Tierra del Fuego,24544
Tucuman,50506
Unknown,≤100
