Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
1548643738480723,Asistencia Deudores,Asistencia Deudores,159323,10
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,154388,9
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,121722,5
8093963076,Techo - Chile,Pago por TECHO Chile con créditos de anuncios de Facebook,98870,6
105560941738247,Movilizando Chilenos,Movilizando Chilenos,88857,4
105798328215264,Asistencia Familia,Asistencia Familia,79866,2
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,74697,23
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,63283,3
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,56953,4
78239901502,Diario Financiero,Grupo DF,40801,32
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,40040,7
110951722267366,World Vision Chile,World Vision Chile,36235,3
103527991214141,Cero DICOM,Cero Dicom,34147,8
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29980,1
632687896928177,Oscar Crisóstomo,Oscar Manuel Crisóstomo Llanos,29559,4
143360859486032,Alejandro Bernales Maldonado,Alejandro Bernales Maldonado,28731,2
103259918760204,Lista negra política.,Cristian Alejandro Vivian Troncoso,26899,2
26929188652,El Observatodo,MiVoz.cl,25816,53
103030962615298,Chile YAAC,Chile YAAC,18934,6
115883738043634,No A Ciclo,No a Ciclo,17975,1
104956792637,Fundación Telefónica Movistar Chile,Juan Pablo Gonzalez Urriola,17065,2
104521462060586,Gustavo Alessandri Alcalde Zapallar,Gustavo Alessandri Bascuñan,15196,4
600661340080888,Municipalidad de Salamanca,Municipalidad de Salamanca,13264,5
1101427233255754,Christopher White,Christopher White Bahamondes,13060,4
350025708997760,Minera Vizcachitas,Minera Vizcachitas,12937,4
101439071476201,Laboratorio Chile - Teva,Laboratorio Chile S.A.,12813,1
184169995325116,Gerardo Rojas Escudero,Gerardo Rojas Escudero,9659,5
214215822426016,Punto Prensa,Punto Prensa SPA,8677,2
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,8640,18
