Location name,Amount spent (USD)
Alabama,5385
Alaska,1034
American Samoa,≤100
Arizona,10711
Arkansas,3007
California,40586
Colorado,6526
Connecticut,3988
Delaware,997
Florida,27077
Georgia,13304
Guam,≤100
Hawaii,2034
Idaho,2526
Illinois,16704
Indiana,9696
Iowa,5133
Kansas,3695
Kentucky,5002
Louisiana,7559
Maine,1615
Maryland,10014
Massachusetts,6896
Michigan,16219
Minnesota,6280
Mississippi,3241
Missouri,10842
Montana,1245
Nebraska,2112
Nevada,3173
New Hampshire,1422
New Jersey,9585
New Mexico,4143
New York,26015
North Carolina,11799
North Dakota,950
Northern Mariana Islands,≤100
Ohio,13250
Oklahoma,5451
Oregon,5739
Pennsylvania,15820
Puerto Rico,≤100
Rhode Island,931
South Carolina,6388
South Dakota,904
Tennessee,7963
Texas,39626
Unknown,≤100
Utah,4109
Vermont,785
Virgin Islands (U.S.),≤100
Virginia,15573
Washington,8829
"Washington, District of Columbia",11622
West Virginia,2978
Wisconsin,9785
Wyoming,639
