Location name,Amount spent (ZAR)
Eastern Cape,817
Free State,544
Gauteng,4040
KwaZulu-Natal,1508
Limpopo,578
Mpumalanga,640
North West,1756
Northern Cape,184
Unknown,≤100
Western Cape,9474
