Location name,Amount spent (BRL)
Acre (state),810
Alagoas,3805
Amapá,1130
Amazonas,4776
Bahia,14628
Ceará,14659
Espírito Santo,5818
Federal District,6445
Goiás,9036
Maranhão,5819
Mato Grosso,4679
Mato Grosso do Sul,4539
Minas Gerais,27111
Paraná,17027
Paraíba,4736
Pará,6048
Pernambuco,12184
Piauí,3462
Rio Grande do Norte,4926
Rio Grande do Sul,18230
Rio de Janeiro (state),24831
Rondônia,2362
Roraima,1516
Santa Catarina,11059
Sergipe,3113
São Paulo (state),69861
Tocantins,1452
Unknown,≤100
