Location name,Amount spent (NOK)
Akershus,6334
Aust-Agder,1214
Buskerud,2802
Finnmark,1091
Hedmark,2208
Hordaland,6377
Møre og Romsdal,3189
Nord-Trøndelag,1615
Nordland,3348
Oppland,2186
Oslo,18498
Rogaland,5146
Sogn og Fjordane,1315
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3391
Telemark,1841
Troms,2638
Unknown,≤100
Vest-Agder,2259
Vestfold,2385
Østfold,3573
