Location name,Amount spent (CLP)
Antofagasta Region,69113
Araucanía Region,74401
Arica y Parinacota Region,60887
Atacama Region,29829
Aysén Region,9290
Bío Bío Region,184439
Coquimbo Region,102820
Los Lagos Region,79088
Los Ríos Region,33412
Magallanes y la Antártica Chilena Region,15212
Maule Region,89992
O'Higgins Region,99168
Santiago Metropolitan Region,1100150
Tarapacá Region,40229
Unknown,≤100
Valparaíso Region,177579
