Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
605540860101596,Diario Criollo,Diario Criollo,1493,6
292074670808351,Frente Amplio,Frente Amplio,1365,2
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,603,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,488,2
151203664917967,Departamental  Flores PCU,Departamental Flores PCU,142,1
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,≤100,1
1435130076731101,Remo Monzeglio,These ads ran without a disclaimer,≤100,2
111275955149206,Programa de ligereza y sabor express,These ads ran without a disclaimer,≤100,2
197074680394276,ExpoForest,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
112156883567966,Dr. Luis Lizama,These ads ran without a disclaimer,≤100,1
102784439372123,Planet Fights,These ads ran without a disclaimer,≤100,1
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,1
1623035814584075,Eppendorf do Brasil,These ads ran without a disclaimer,≤100,1
102916809366515,Rosito Dinero Music,These ads ran without a disclaimer,≤100,1
