Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,6667,6
102084562479533,Digital506,Digital506,3529,3
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,2771,2
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,2217,1
102643532445938,Ada Acuña - Diputada,Jacqui Solano,1683,1
102851155670931,mUEve,mUEve,1108,4
117476041631671,AmCham Costa Rica,AmCham Costa Rica,1108,1
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1108,1
265843867173714,La Revista,La Revista,703,2
643513979193133,Unidos por Beatriz,Neuma,652,9
299659713702144,PepsiCo Caricam,These ads ran without a disclaimer,649,2
299756937371188,Cristian Valverde,Cristian Val,633,1
232819840394548,Punto y Aparte,Asociación de Periodismo Colaborativo Punto y Aparte,527,1
100669044610973,La casa de la placa,These ads ran without a disclaimer,303,1
738777416145406,The Agam Agenda,These ads ran without a disclaimer,≤100,4
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
106883638833589,El Cambio Posible,These ads ran without a disclaimer,≤100,1
1594044310858453,Caring | Church of Jesus Christ,These ads ran without a disclaimer,≤100,2
316496640057,7iber,These ads ran without a disclaimer,≤100,1
107647258831836,Weregreenly- Magazine Page 3,These ads ran without a disclaimer,≤100,1
107504087800459,ZimVie Dental,These ads ran without a disclaimer,≤100,2
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
112204527804029,Soluciones Integrales en Medio Ambiente,These ads ran without a disclaimer,≤100,1
140010018214626,Moneymade Lifestyle,These ads ran without a disclaimer,≤100,4
