Location name,Amount spent (JPY)
Aichi Prefecture,21048
Akita Prefecture,1524
Aomori Prefecture,1899
Chiba Prefecture,20706
Ehime Prefecture,2038
Fukui Prefecture,1338
Fukuoka Prefecture,26618
Fukushima Prefecture,2909
Gifu Prefecture,4006
Gunma Prefecture,4662
Hiroshima Prefecture,5553
Hokkaido,14127
Hyōgo Prefecture,15014
Ibaraki Prefecture,5058
Ishikawa Prefecture,2693
Iwate Prefecture,2103
Kagawa Prefecture,1993
Kagoshima Prefecture,2856
Kanagawa Prefecture,37239
Kumamoto Prefecture,5076
Kyoto Prefecture,10331
Kōchi Prefecture,934
Mie Prefecture,7846
Miyagi Prefecture,10772
Miyazaki Prefecture,2233
Nagano Prefecture,4468
Nagasaki Prefecture,4276
Nara Prefecture,3459
Niigata Prefecture,3563
Okayama Prefecture,3776
Okinawa Prefecture,3831
Osaka Prefecture,34864
Saga Prefecture,2534
Saitama Prefecture,19660
Shiga Prefecture,3898
Shimane Prefecture,1192
Shizuoka Prefecture,8152
Tochigi Prefecture,4245
Tokushima Prefecture,725
Tokyo,61440
Tottori Prefecture,1226
Toyama Prefecture,2236
Unknown,≤100
Wakayama Prefecture,3577
Yamagata Prefecture,1969
Yamaguchi Prefecture,2602
Yamanashi Prefecture,4065
Ōita Prefecture,2673
