Location name,Amount spent (CLP)
Antofagasta Region,65677
Araucanía Region,94597
Arica y Parinacota Region,38773
Atacama Region,21797
Aysén Region,14369
Bío Bío Region,189388
Coquimbo Region,104402
Los Lagos Region,70709
Los Ríos Region,24436
Magallanes y la Antártica Chilena Region,11199
Maule Region,61996
O'Higgins Region,112568
Santiago Metropolitan Region,802396
Tarapacá Region,34977
Unknown,217
Valparaíso Region,141509
