Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
110627367235865,Australian Government,Australian Government,6633,30
101589645013040,Thrive by Five,Thrive By Five,5662,22
102329728050606,Yes23,Yes23,4906,48
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,3778,378
532962446729390,Australian Families,Department of Social Services,3777,49
299753643444311,AEC,Australian Electoral Commission,3131,30
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1888,45
494820897261439,Bank Australia,Bank Australia,1829,82
160054227468,World Vision Australia,World Vision Australia,1330,11
225761522187219,Turning Point Australia,Turning Point Australia Pty Ltd,1329,46
1776727752614025,Glencore,Glencore Australia,1324,12
104180525925926,Fair Australia,Advance Australia,1227,32
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,1191,47
256684855281573,James Stevens MP,James Stevens MP,1159,4
108695110952294,Greens MPs,Greens MPs,1144,8
182564410468,Australia for UNHCR,Australia for UNHCR,1122,112
89794331215,Oxfam,Oxfam Australia,1064,140
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,956,13
105140971475089,Chuffed.org - Australia,Chuffed.org,921,5
125686330922725,Western Power,Western Power Corporation,859,4
362805317148988,Keith Pitt,Keith Pitt,774,6
119271104477423,Essential Medicine Shortages,The Pharmacy Guild of Australia,700,15
161854162881,Greenfleet,Greenfleet,622,56
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,607,4
174666115898903,Jerome Laxale MP,Jerome Laxale,595,13
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,572,5
101791315693,Destiny Rescue,Destiny Rescue,542,30
666041500505740,IBAC Victoria's Independent Broad-based Anti-corruption Commission,IBAC,529,1
147373667055,Senator Nick McKim,Senator Nick McKim,485,1
1606513883009154,Kerrynne Liddle - Liberal Senator for SA,Senator Kerrynne Liddle,447,5
2094721964134949,Senator Paul Scarr,Senator Paul Scarr,441,1
10852627380,World Animal Protection Australia,World Animal Protection Australia,419,16
125812604095801,Invasive Species Council,Invasive Species Council,416,133
157812980921536,Environmental Defenders Office,Environmental Defenders Office,414,122
423722634317667,Scott Buchholz MP,Scott Buchholz MP,411,6
231341250224498,Australian Ethical Investment,Australian Ethical Investment,411,57
536780606335962,Michelle Landry,Michelle Landry,406,5
149648047339,Save the Children Australia,Save the Children Australia,361,18
90728602000,Greening Australia,Greening Australia,358,28
156271657717715,Nature NSW,Nature Conservation Council of NSW,358,64
59024478936,Monash University,Monash University,352,7
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,349,12
316480331783930,Australian Unions,Australian Unions,348,35
49991482906,Tearfund Australia,Tearfund Australia,342,96
117806591312470,Not Enough,Advance Australia,335,24
355207511197076,Yarra Valley Water,Yarra Valley Water,334,5
1855851714645497,Grata Fund,Grata Fund,330,13
22936848857,Institute of Public Affairs,Institute of Public Affairs,321,22
8422338499,The Wilderness Society,The Wilderness Society,311,46
107364315632532,Planjop,These ads ran without a disclaimer,311,5
1466035070293582,Alex Hawke MP,Alex Hawke MP,302,4
137619162220,Liberals WA,Liberals WA,299,3
36002998891,City of Sydney,City of Sydney,296,3
135933556447881,Australian Republic Movement,Australian Republic Movement,288,3
105348385388237,Senator Babet,Ralph E D Babet,283,5
130087620361643,City of Newcastle,City of Newcastle,262,8
1766598643576242,Place Score,PLACESCORE,259,55
936147539773859,Great Barrier Reef Foundation,Great Barrier Reef Foundation,258,4
1621692424754301,Minderoo Foundation,Minderoo Foundation,258,5
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,254,2
279645455502809,Ross Vasta MP,Ross Vasta MP,250,3
100958871935319,Brisbane Flight Path Community Alliance,Brisbane Flight Path Community Alliance,249,4
694832627392516,Prime Super,Prime Super,247,83
92824008332,Plan International Australia,Plan International Australia,244,43
129819533748295,Andrew Leigh MP,Andrew Leigh MP,242,2
103793788825307,Dr Monique Ryan,Monique Ryan,239,18
117058357932949,Constitutional Equality,Constitutional Equality,232,13
134712696593275,Dan Andrews,Daniel Andrews MP,227,5
352953834815624,Jason Wood MP,Jason Wood MP,224,4
200819325600,ActionAid Australia,ActionAid Australia,224,33
76212817063,CARE Australia,CARE Australia,211,17
708439212837712,Tasmanian Government,Department of Premier and Cabinet,209,3
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,206,149
373523642668552,Energy - Queensland,Department of Energy and Public Works,204,74
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),202,81
118388888197666,Ed Husic MP,Ed Husic MP,201,5
107765634022348,Henry Pike MP,Henry Pike MP,198,16
845410525497100,Launch Housing,Launch Housing,196,21
418405098224592,350.org Australia,350.org Australia,189,30
272757739102,Engineers Australia,Engineers Australia,189,6
351313714891862,Australian Good Meat,Meat & Livestock Australia,184,10
143359625694786,Baptist World Aid Australia,Baptist World Aid Australia,182,22
184555644912125,Blacktown City Council,Blacktown City Council,175,1
