Location name,Amount spent (ARS)
Buenos Aires,488515
Catamarca,27609
Chaco,36146
Chubut,64647
Ciudad Autónoma de Buenos Aires,90214
Corrientes,25491
Córdoba,1315524
Entre Rios,27458
Formosa,16047
Jujuy,10172
La Pampa,65868
La Rioja,13139
Mendoza,31335
Misiones,12184
Neuquén,148274
Río Negro,28890
Salta,48271
San Juan,18597
San Luis,59268
Santa Cruz,4003
Santa Fe,227619
Santiago del Estero,20942
Tierra del Fuego,25440
Tucuman,24808
Unknown,≤100
