Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
203652059653094,Government of British Columbia,Government of British Columbia,5887,2
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,5012,35
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,4786,42
16761458703,University of British Columbia,The University of British Columbia,4461,85
113297740077607,Canadian Energy Centre,Canadian Energy Centre,2604,103
104811292976689,SOS violence conjugale,SOS violence conjugale,2478,12
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,1893,10
160136850711053,CUPE Ontario,CUPE Ontario,1807,5
109045051805492,Made The Canadian Way,Canadian Energy Centre,1621,8
177990002393,Ontario Nurses' Association,Ontario Nurses' Association,1434,4
163336718421,PSAC - AFPC,PSAC - AFPC,1414,42
139019864276,Oxfam Canada,Oxfam Canada,1400,35
168617319831578,Nature Canada,Nature Canada,1235,1
230448456985193,Elections Ontario,Elections Ontario,1164,4
115835521825983,UNHCR Canada,UNHCR Canada,1146,118
180862678644381,Ontario NDP,Ontario NDP,863,24
1097840090260804,National Police Federation,National Police Federation,857,102
107385241806,Plan International Canada,Plan International Canada,851,118
33730130515,Metro Vancouver,Metro Vancouver,843,25
633812813408377,Elections Canada,Elections Canada,809,24
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,776,3
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,761,66
163261390365324,Elementary Educators,Elementary Educators,734,20
167577709932867,Fédération des professionnelles et  professionnels de l'éducation FPPE,Fédération des professionnelles et  professionnels de l'éducation FPPE,732,12
1817729271829272,Secrétariat à la condition féminine,Secrétariat à la condition féminine,727,2
105168452865235,Bell Aliant,Bell,676,2
104386908631938,Pathways Alliance,Pathways Alliance,640,10
1562700347383830,Chef Craig Wong,Ivy Lam,630,5
394745970602999,The Council of Canadians,The Council of Canadians,617,17
105833301076507,CUPE Local 38,CUPE Local 38,614,8
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,574,38
134147499998111,Ministère de la Sécurité publique du Québec,Ministère de la Sécurité publique,560,6
