Location name,Amount spent (TWD)
Changhua,7918
Chiayi,2123
Hsinchu,3942
Hsinchu City,7079
Hualien,3134
Kaohsiung,27559
Keelung City,3324
Kinmen,743
Lienchiang,≤100
Miaoli,4770
Nantou,3602
New Taipei City,49424
Penghu,678
Pingtung,5234
Taichung,32600
Tainan,17918
Taipei,38988
Taitung,2403
Taoyuan City,27760
Unknown,4096
Yilan,3641
Yunlin,5101
