Location name,Amount spent (BRL)
Acre (state),517
Alagoas,2093
Amapá,777
Amazonas,3638
Bahia,9651
Ceará,7758
Espírito Santo,3471
Federal District,3691
Goiás,5488
Maranhão,4344
Mato Grosso,4711
Mato Grosso do Sul,2128
Minas Gerais,17074
Paraná,6551
Paraíba,3481
Pará,4345
Pernambuco,9751
Piauí,1966
Rio Grande do Norte,2663
Rio Grande do Sul,8723
Rio de Janeiro (state),15358
Rondônia,1740
Roraima,1068
Santa Catarina,8149
Sergipe,2496
São Paulo (state),51618
Tocantins,1439
Unknown,≤100
