Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
689157954518219,Danielle Smith,United Conservative Party,5658,7
163336718421,PSAC - AFPC,PSAC - AFPC,3387,58
405377872902754,Canada Action,Canada Action,2363,67
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,2311,49
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,2249,17
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,2074,172
102533697778225,Earth Day Canada,Jour de la Terre Canada,1974,11
167577709932867,Fédération des professionnelles et  professionnels de l'éducation FPPE,Fédération des professionnelles et  professionnels de l'éducation FPPE,1900,12
439345863190331,Brad Bradford,Brad Bradford Campaign,1644,50
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),1569,2
115835521825983,UNHCR Canada,UNHCR Canada,1385,89
186266941387011,BMO Financial Group,BMO Financial Group,1370,5
6319213302,Heart & Stroke,Heart & Stroke,1104,5
270323369737229,Elections Alberta,Elections Alberta,1081,15
154462904588700,Enbridge Gas,Enbridge Gas,1077,89
23543314803,CUPE SCFP,CUPE SCFP,1012,12
117109432079,CAMH Foundation,CAMH Foundation,948,47
281999881613,World Vision Canada,World Vision Canada,940,9
108635379686,CNIB,CNIB,919,26
104386908631938,Pathways Alliance,Pathways Alliance,867,8
376006035816016,Storyworth,These ads ran without a disclaimer,799,11
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,783,14
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,698,41
201940626493639,Jour de la Terre Canada,Jour de la Terre Canada,640,8
177004795666755,Manitoba Government,Manitoba Government,614,15
200480966638039,Supremacy 1914,These ads ran without a disclaimer,610,2
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,598,90
633812813408377,Elections Canada,Elections Canada,576,15
159713615718,WWF-Canada,WWF-Canada,554,31
52543970197,Environmental Defence Canada,Environmental Defence,552,7
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,540,60
85291563763,ICNA Relief Canada,ICNA Relief Canada,539,15
283487578481273,Énergir,Énergir,530,10
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,512,55
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,503,12
261752512263,Canadian Red Cross,Canadian Red Cross,477,4
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,463,1
107385241806,Plan International Canada,Plan International Canada,462,40
235872037238940,She Is Indigenous,Les Femmes Michif Otipemisiwak / Women of the Métis Nation,460,139
9226212436,SaskPower,SaskPower,456,1
1456690611311640,Canadian Health Coalition,Canadian Health Coalition,454,19
31912359596,University of Saskatchewan,University of Saskatchewan,422,45
114849617772737,Care2 Canada,Press Pause Collective,416,17
160136850711053,CUPE Ontario,CUPE Ontario,385,48
177741812241442,SCFP-Québec,le SCFP,360,13
1097840090260804,National Police Federation,National Police Federation,357,121
105020357850802,Pivot,Pivot,353,30
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,351,18
1876748445895294,Canadians for Affordable Energy,Canadians for Affordable Energy,350,5
160136850711053,CUPE Ontario,Sonya Yalda,323,1
35715544220,Stand.earth,Stand.earth,315,27
106917558391358,Alliance Nouvelles voies,Pathways Alliance,312,4
372498358268,Manitoba NDP Caucus,Manitoba NDP Caucus,306,16
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,297,13
203485052997041,Hospital Employees' Union,Hospital Employees' Union,292,8
256967407720183,LEO,Léger,288,33
108573293861969,Grain Farmers of Ontario,Grain Farmers of Ontario,286,2
19750184960,Greenpeace Canada,Greenpeace Canada,282,217
6584473365,Canadian Liver Foundation,Canadian Liver Foundation,278,4
202220023130891,Bell Canada,Bell Canada,276,2
658318450979357,Globe Content Studio,Globe Content Studio,275,4
43448349479,Josh Matlow,Josh Matlow Campaign,264,7
106231507615280,Delivering Community Power - Vers des collectivités durables,Canadian Union of Postal Workers,259,7
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,258,163
181701075182303,Crohn's and Colitis Canada,Crohn's and Colitis Canada,235,15
486324651440186,Plastic Bank,Plastic Bank,233,8
168617319831578,Nature Canada,Nature Canada,210,1
2130035313905321,Miranda Rosin,Miranda Rosin,210,6
639491102750080,Government of Newfoundland and Labrador,Government of Newfoundland and Labrador,208,22
168889579973,Fondation David Suzuki,Fondation David Suzuki,208,4
96225168773,TELUSfr,TELUSfr,207,2
152467601467262,BMO Groupe financier,BMO Financial Group,206,9
129706287121817,Shannon Phillips,Shannon Phillips,199,2
143249880633,World Animal Protection Canada,World Animal Protection Canada,194,20
947240598657969,Keeping Liquor Public,Manitoba Government and General Employees' Union (MGEU),194,13
625254780822339,CUPE Manitoba,CUPE MB,190,4
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),190,4
