Location name,Amount spent (NOK)
Akershus,2588
Aust-Agder,384
Buskerud,999
Finnmark,416
Hedmark,586
Hordaland,2579
Møre og Romsdal,1070
Nord-Trøndelag,484
Nordland,981
Oppland,663
Oslo,6382
Rogaland,1586
Sogn og Fjordane,288
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1280
Telemark,838
Troms,877
Unknown,≤100
Vest-Agder,780
Vestfold,1349
Østfold,1355
