Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1037
Bicol Region,6042
Cagayan Valley,2573
Calabarzon,18224
Caraga,3546
Central Luzon,10273
Central Visayas,7147
Cordillera Administrative Region,1775
Davao Region,4684
Eastern Visayas,3809
Ilocos Region,4043
Metro Manila,33507
Mimaropa,1982
Northern Mindanao,3545
Soccsksargen,3123
Unknown,≤100
Western Visayas,7626
Zamboanga Peninsula,2025
