Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,53822847,232
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,23859145,90
23383061178,Prabowo Subianto,indonesia Adil makmur,22192788,12
108132042285089,Erwin Aksa,Yayasan Golkar Institute,8851788,120
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,8778548,49
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,5069733,16
102656349157647,Tugimanisme,Tugimanisme,4116605,70
104830667806476,Melihat Indonesia,Melihat Indonesia,3153662,70
111864151754055,Esensi TV,Esensi Tv,2755771,55
110419528729730,Golkar Makassar,Yayasan Golkar Institute,2049235,13
101403669397488,Nikmatul Sugiyarto,Nikmatul Sugiyarto,1683474,36
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,1586286,10
100634344801574,Gus Raharjo,Gus Raharjo,1404879,34
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,1261242,8
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,1201993,10
103301445622409,Aksi Tanggap Anies,Aksi Tanggap Anies,1022442,6
106690092440342,Pemilu KIT,PEMILU KIT,1019417,20
168218596696591,Hetifah Sjaifudian,Yayasan Golkar Institute,1009446,8
101804639078770,Unboxing Anies,Unboxing Anies,1003989,9
197545083607941,Harian Kompas,Harian Kompas,750290,24
292939164731691,Relawan Herviano,Relawan Herviano,670543,23
105523409172833,Kicauan Garuda,Kicauan Garuda,639027,16
110547131467051,Ikfina Fahmawati,Ikfina Fahmawati,589200,14
164909433966316,Suara Anies,Suara Anies,579263,10
101892459525100,Jejak Kaki Garuda,Jejak Kaki Garuda,526768,11
1004727719661767,Rian Ernest,Yayasan Golkar Institute,513492,6
1494458037342324,Prabowo Menyapa,Prabowo Menyapa,504106,7
104317482149268,DPRD Provinsi Jawa Timur,DPRD Provinsi Jawa Timur,489949,13
39253583478,PDI Perjuangan,PDI Perjuangan,481329,42
102141366190224,Saiful Halim,KBS,476533,3
110195418669687,Sahabat Yatim,Yayasan Sahabat Yatim Indonesia,464694,10
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,462837,11
349963858704476,Komit Digital,Komit Digital,453521,68
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,451862,29
104920542152835,Caleg Pilihan Kita,Caleg Pilihan Kita,448982,5
119875381042949,Ketok Palu,Ketok Palu,425755,8
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,412164,7
113908645002826,Suara Tak Terdengar,Suara Tak Terdengar,410469,9
120153057653803,Indonesia Bersatu,Indonesia Bersatu,407305,9
102065762762655,Prajurit Merah Putih,Prajurit Merah Putih,399426,8
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,394593,5
110438625290456,Benteng Perkasa,Benteng Perkasa,383867,7
114688478248997,Buku Catatan Merah Putih,Buku Catatan Merah Putih,360114,7
108261702239604,Pemersatu Bangsa,Pemersatu Bangsa,343097,6
110865154735990,Koran Harian Tanah Air,Koran Harian Tanah Air,336206,21
1419236281714929,Andrei Angouw,Andrei Angouw,321573,2
102213799392946,Nuansa 2024,Nuansa 2024,316351,8
197930674140927,Gerindra Jawa Tengah,Gerindra Jawa Tengah,255133,5
110799152010497,Prabowo Lanjutkan Kepemimpinan,Prabowo Lanjutkan Kepemimpinan,250521,7
101679818973699,Sahabat Ganjar Pranowo,Sahabat Ganjar Pranowo,247358,20
1413233442285275,Prabowo Untuk NKRI,Prabowo Untuk NKRI,244475,2
100838176379345,Sahabat selly farisa,Sahabat selly farisa,236415,15
101760624522103,DPP Banteng Muda Indonesia,DPP Banteng Muda Indonesia,226663,16
1985678091452485,Sally  Rachmasari,Partai Solidaritas Indonesia,225977,1
397612604060624,ilham mendrofa,ilham mendrofa,222007,4
111805655036485,Humas DPRD Pati,Humas DPRD Pati,219009,3
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,217515,1
102735702350673,Publikberhaktau,Publikberhaktau,209106,2
258766034712136,Sabam Rajagukguk,Indonesia Adil & Makmur,207536,2
104899195891472,Berita Ganjar Pranowo,Berita Ganjar Pranowo,191487,36
107090909076771,Lembar Suara,Lembar Suara,189815,1
292356614809409,Relawan Asandra salsabila,Relawan Asandra salsabila,189311,7
393676307712944,Alfedri,Drs H Alfedri MSi,185139,1
106894958316644,Relawan sintawati,Relawan sintawati,180104,11
379102162153264,Kabar Berita,Kabar Berita,171884,3
104161768809633,Dompet Yatim Dan Dhuafa,Dompet Yatim Dan Dhuafa,168374,1
102273039070802,Info Terkini,Info Terkini,167067,13
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso","Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",165965,5
102626198026698,Rika Sudjiman,Ganjar Nusantara Indonesia,151239,2
110952238516382,Kiki Daliyo,Kiki Daliyo,148614,4
1690573611256871,Pemerintah Kota Manado,Pemerintah Kota Manado,134104,1
102694049539010,Don't Starve: Pocket Edition,These ads ran without a disclaimer,134083,2
103330282779367,Dua Digits Creative,Dua Digits Creative,129151,4
101866128977837,Belajar Pemilu,Belajar Pemilu,126068,5
102981496004696,Sedulur Nafa Urbach,Sedulur Nafa Urbach,118721,6
114012201650176,Fakta Terselubung,Fakta Terselubung,115651,12
104217932476562,Ali Badrudin,Ali Badrudin,113391,2
127232094369851,Sayed Abubakar A. Assegaf - Fanspage,Sayed Abubakar A. Assegaf - Fanspage,113046,11
104117921752426,Ganjaran App,Ganjaran App,109108,1
572779142753263,Freeport Indonesia,Freeport Indonesia,104321,4
110378084570016,"Yuliawati, SE","Yuliawati, SE",101987,2
101228692503239,Opini Publik,Opini Publik,100509,1
526765274016858,DPD Gerindra Gorontalo,DPD Gerindra Gorontalo,99723,4
101670979099537,OverheardKonoha,OverheardKonoha,98663,1
110666655158744,Sahabat Caleg,Sahabat Caleg,98657,11
108511588277325,Galeria Konveksi,Galeria Konveksi,98068,1
122874340743006,Jasa Ucapan Video,Jasa Ucapan Video,97838,3
103411659195911,JIMAT,JIMAT,97106,6
882638978454921,Raja Juli Antoni,Raja Juli Antoni,85412,1
109455838815878,Moveprenuere,Moveprenuere,77447,3
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,76021,1
