Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
7715002593,UNICEF UK,Unicef UK,5716,57
102639461303190,Fair Pay For All,Fair Pay For All,5218,156
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),4945,40
9250349228,Greenpeace UK,Greenpeace UK,3548,45
186622728032,RSPB,RSPB,3416,113
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,3152,18
106626487721376,Amazon Europe,Amazon Europe,2622,16
311627208673,WWF UK,WWF UK,2087,47
10677003998,Shelter,Shelter,2018,398
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1677,14
799576543492660,The Week Junior,The Week Junior,1460,44
569834799727730,National Grid UK,National Grid UK,1260,60
35671512696,World Animal Protection UK,World Animal Protection UK,1115,89
7043497714,Christian Aid,Christian Aid,1102,23
177855115588808,The Week UK,The Week UK,999,32
45986010500,Barnardo's,Barnardo's,979,16
8807334278,Conservatives,The Conservative Party,950,38
121936349543,World Vision UK,World Vision UK,918,59
134668059889798,Mercy Mission World,Mercy Mission World,911,15
46074836918,The Trussell Trust,Trussell Trust,905,10
175338329150218,Help For Heroes,Help for Heroes,807,45
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,804,24
200006375787,38 Degrees,38 Degrees,796,59
167898406587045,Holiday Extras,Holiday Extras,794,4
88647694548,Northamptonshire Police,Northamptonshire Police,743,1
360132447199,Royal College of Nursing,Royal College of Nursing,725,24
117476785190,Save the Children UK,Save the Children UK,685,32
101958682650112,ESG UK,Energy Saving Grants,680,81
10114144851,NSPCC,NSPCC,672,4
34044296391,Surfers Against Sewage,Surfers Against Sewage,632,132
220543443746,International Rescue Committee - UK,International Rescue Committee UK,610,24
127031794038958,Blue Marine Foundation,Blue Marine Foundation,604,77
7527864602,WaterAid UK,WaterAid UK,590,90
105298484651843,SME Climate Hub,SME Climate Hub,582,54
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),572,104
54605029793,British Medical Association,British Medical Association,513,11
40409120801,Refugee Council,Refugee Council,505,13
308291623138631,Eco Footprint,Eco Footprint,489,2
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,488,14
1721275931466984,The Reclaim Party,The Reclaim Party,470,3
353224381469808,ifaw,IFAW,459,38
104255571968810,Save My Vape,Save My Vape,458,24
59367068326,The Ramblers,The Ramblers,446,37
21242962092,ClientEarth,ClientEarth,410,17
23958741368,Southbank Centre,Southbank Centre,393,46
32514078659,Liberty,Liberty,393,8
139695000173,Good Energy UK,Good Energy,382,101
158077247591710,Refuge,Refuge,372,36
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,356,27
246872175166,Action Against Hunger UK,Action Against Hunger UK,354,131
195754307110390,Right To Life UK,Right To Life UK,352,24
13047522725,Crimestoppers,Crimestoppers,351,32
9110034275,Marie Curie UK,Marie Curie UK,347,3
47612991154,Dignity in Dying,Dignity in Dying,337,52
1738524969810037,Mission India UK,Mission India UK,325,10
1382543595173440,Humane Society International - UK,Humane Society International - UK,312,5
490007667679401,Hugh James,Hugh James,309,6
18168505158,The Woodland Trust,Woodland Trust,307,7
