Location name,Amount spent (VND)
An Giang Province,65725
Bà Rịa–Vũng Tàu Province,98072
Bình Dương Province,231380
Bình Phước Province,51748
Bình Thuận Province,103164
Bình Định Province,59536
Bạc Liêu Province,19889
Bắc Giang Province,128363
Bắc Kạn Province,22130
Bắc Ninh Province,117614
Bến Tre Province,52886
Cao Bằng Province,46331
Cà Mau Province,39290
Cần Thơ,60906
Da Nang,122613
Gia Lai Province,77712
Haiphong,193586
Ho Chi Minh City,1619048
Hà Giang Province,62032
Hà Nam Province,46584
Hà Tĩnh Province,121337
Hòa Bình Province,89324
Hưng Yên Province,87300
Hải Dương Province,163437
Hậu Giang Province,20410
Khánh Hòa Province,77328
Kiên Giang Province,130734
Kon Tum Province,28754
Lai Châu Province,12228
Long An Province,55595
Lào Cai Province,33910
Lâm Đồng Province,144288
Lạng Sơn Province,57345
Nam Định Province,69412
Nghệ An Province,241562
Ninh Bình Province,61552
Ninh Thuận Province,19152
Phú Thọ Province,88533
Phú Yên Province,40930
Quảng Bình Province,61570
Quảng Nam Province,70200
Quảng Ngãi Province,145986
Quảng Ninh Province,98298
Quảng Trị Province,44021
Sóc Trăng Province,24263
Sơn La Province,54943
Thanh Hóa Province,264324
Thái Bình Province,77381
Thái Nguyên Province,104419
Thừa Thiên–Huế Province,60406
Tiền Giang Province,55255
Trà Vinh Province,131662
Tuyên Quang Province,180277
Tây Ninh Province,120894
Unknown,104
Vĩnh Long Province,43448
Vĩnh Phúc Province,79856
Yên Bái Province,54732
Điện Biên Province,41484
Đắk Lắk Province,137687
Đắk Nông Province,33930
Đồng Nai Province,192427
Đồng Tháp Province,63877
