Location name,Amount spent (MYR)
Johor,453
Kedah,345
Kelantan,199
Kuala Lumpur,567
Labuan,≤100
Malacca,122
Negeri Sembilan,160
Pahang,424
Penang,329
Perak,317
Perlis,≤100
Putrajaya,≤100
Sabah,360
Sarawak,616
Selangor,843
Terengganu,172
Unknown,≤100
