Location name,Amount spent (CLP)
Antofagasta Region,51036
Araucanía Region,75402
Arica y Parinacota Region,40324
Atacama Region,19774
Aysén Region,13334
Bío Bío Region,166142
Coquimbo Region,108730
Los Lagos Region,90451
Los Ríos Region,21018
Magallanes y la Antártica Chilena Region,9304
Maule Region,47763
O'Higgins Region,67060
Santiago Metropolitan Region,623079
Tarapacá Region,29537
Unknown,136
Valparaíso Region,134019
