Location name,Amount spent (CAD)
Alberta,12753
British Columbia,17310
Manitoba,3133
New Brunswick,1847
Newfoundland and Labrador,1391
Northwest Territories,168
Nova Scotia,1626
Nunavut,209
Ontario,27095
Prince Edward Island,340
Quebec,16165
Saskatchewan,1882
Unknown,≤100
Yukon,164
