Location name,Amount spent (CHF)
Aargau,205
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,115
Basel-Landschaft,≤100
Bern,326
Canton of Geneva,314
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,161
Fribourg,212
Graubünden,≤100
Jura,≤100
Luzern,134
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,141
Unknown,≤100
Uri,≤100
Valais,192
Vaud,479
Zug,262
Zürich,554
